Date,Channel,Campaign,Region,Audience,Budget,Impressions,Clicks,Conversions,Revenue,CTR,CVR,CPC,ROAS,ROI,Month,Month_Num,Quarter
2024-10-09,Email,Black Friday,South,35-44,2654,410201,60896,4607,328572.82,14.85,7.57,0.04,123.8,12280.3,Oct,10,Q4
2024-10-10,Social Media,New Year,East,45-54,3657,229056,16031,771,149027.56,7.0,4.81,0.23,40.75,3975.1,Oct,10,Q4
2024-10-10,Google Ads,Summer Sale,Central,25-34,9900,1974517,83835,4583,798411.6,4.25,5.47,0.12,80.65,7964.8,Oct,10,Q4
2024-10-10,SEO,Brand Awareness,East,55+,4582,778063,37469,2711,515877.21,4.82,7.24,0.12,112.59,11158.8,Oct,10,Q4
2024-10-10,Social Media,Summer Sale,North,25-34,1668,213458,11630,460,114562.63,5.45,3.96,0.14,68.68,6768.3,Oct,10,Q4
2024-10-10,Influencer,Spring Launch,West,35-44,15036,2886768,232953,10144,543100.91,8.07,4.35,0.06,36.12,3512.0,Oct,10,Q4
2024-10-10,Social Media,Black Friday,South,25-34,6654,1991495,127620,4325,921101.38,6.41,3.39,0.05,138.43,13742.8,Oct,10,Q4
2024-10-10,Email,Brand Awareness,East,25-34,1722,225005,34950,2811,425604.34,15.53,8.04,0.05,247.16,24615.7,Oct,10,Q4
2024-10-11,Google Ads,Black Friday,Central,35-44,8731,1627521,77224,4899,1071680.34,4.74,6.34,0.11,122.74,12174.4,Oct,10,Q4
2024-10-11,Google Ads,New Year,West,35-44,11785,2285934,120478,6895,405101.68,5.27,5.72,0.1,34.37,3337.4,Oct,10,Q4
2024-10-11,Influencer,Brand Awareness,North,25-34,5953,1392759,103683,5421,1082580.56,7.44,5.23,0.06,181.85,18085.5,Oct,10,Q4
2024-10-12,Google Ads,New Year,Central,45-54,4146,1091254,48502,2739,307275.59,4.44,5.65,0.09,74.11,7311.4,Oct,10,Q4
2024-10-12,Social Media,Brand Awareness,South,18-24,4986,846274,55376,2227,503198.37,6.54,4.02,0.09,100.92,9992.2,Oct,10,Q4
2024-10-12,Email,Black Friday,Central,18-24,1476,372221,48654,3959,708461.31,13.07,8.14,0.03,479.99,47898.7,Oct,10,Q4
2024-10-13,Social Media,New Year,Central,25-34,2674,490445,27883,1195,236573.41,5.69,4.29,0.1,88.47,8747.2,Oct,10,Q4
2024-10-13,Email,Brand Awareness,West,18-24,760,180069,27498,2181,388090.47,15.27,7.93,0.03,510.65,50964.5,Oct,10,Q4
2024-10-14,Influencer,Brand Awareness,North,35-44,12563,1786807,171987,7447,775656.74,9.63,4.33,0.07,61.74,6074.1,Oct,10,Q4
2024-10-14,Email,Black Friday,South,25-34,2941,329426,46172,3911,883013.96,14.02,8.47,0.06,300.24,29924.3,Oct,10,Q4
2024-10-14,Email,New Year,Central,18-24,2522,246590,38110,3302,653077.99,15.45,8.66,0.07,258.95,25795.2,Oct,10,Q4
2024-10-15,Social Media,Summer Sale,West,18-24,2451,523126,26271,1040,193646.33,5.02,3.96,0.09,79.01,7800.7,Oct,10,Q4
2024-10-15,Social Media,Brand Awareness,North,25-34,3360,665450,37178,1449,202314.06,5.59,3.9,0.09,60.21,5921.3,Oct,10,Q4
2024-10-15,SEO,Summer Sale,North,25-34,2342,695853,30252,2158,244824.19,4.35,7.13,0.08,104.54,10353.6,Oct,10,Q4
2024-10-15,Email,Black Friday,West,18-24,1072,260165,40701,3284,611954.93,15.64,8.07,0.03,570.85,56985.3,Oct,10,Q4
2024-10-16,Social Media,New Year,South,45-54,1539,78948,4832,189,26083.24,6.12,3.91,0.32,16.95,1594.8,Oct,10,Q4
2024-10-16,Social Media,Spring Launch,West,55+,5788,1322762,60521,2256,438620.78,4.58,3.73,0.1,75.78,7478.1,Oct,10,Q4
2024-10-17,Email,Brand Awareness,Central,55+,1090,110096,15777,1138,268709.25,14.33,7.21,0.07,246.52,24552.2,Oct,10,Q4
2024-10-17,Social Media,New Year,East,45-54,5512,1448776,99012,3670,677497.76,6.83,3.71,0.06,122.91,12191.3,Oct,10,Q4
2024-10-18,Google Ads,Spring Launch,East,45-54,6772,927636,34846,2153,322650.05,3.76,6.18,0.19,47.64,4664.5,Oct,10,Q4
2024-10-18,Social Media,Summer Sale,North,25-34,7276,968103,51033,1913,165849.97,5.27,3.75,0.14,22.79,2179.4,Oct,10,Q4
2024-10-18,Google Ads,Spring Launch,South,55+,5705,1003931,51259,3261,394733.58,5.11,6.36,0.11,69.19,6819.1,Oct,10,Q4
2024-10-18,Social Media,New Year,West,35-44,7477,885010,53481,2290,485920.15,6.04,4.28,0.14,64.99,6398.9,Oct,10,Q4
2024-10-19,SEO,Black Friday,North,55+,4577,364799,21002,1518,343291.3,5.76,7.23,0.22,75.0,7400.4,Oct,10,Q4
2024-10-20,Email,Spring Launch,East,18-24,1063,132945,20585,1754,154295.59,15.48,8.52,0.05,145.15,14415.1,Oct,10,Q4
2024-10-21,Social Media,Brand Awareness,West,18-24,1644,336130,19615,688,48931.9,5.84,3.51,0.08,29.76,2876.4,Oct,10,Q4
2024-10-21,Email,Brand Awareness,West,18-24,834,192775,28105,2173,157007.69,14.58,7.73,0.03,188.26,18725.9,Oct,10,Q4
2024-10-21,Influencer,Summer Sale,South,55+,17344,2409997,157300,8500,1732842.04,6.53,5.4,0.11,99.91,9891.0,Oct,10,Q4
2024-10-22,SEO,Brand Awareness,North,35-44,2880,846059,36823,2597,524594.94,4.35,7.05,0.08,182.15,18115.1,Oct,10,Q4
2024-10-22,Social Media,Black Friday,South,35-44,4372,915401,63696,2502,231265.42,6.96,3.93,0.07,52.9,5189.7,Oct,10,Q4
2024-10-22,Email,Brand Awareness,East,35-44,2747,264022,42021,3395,601761.03,15.92,8.08,0.07,219.06,21806.1,Oct,10,Q4
2024-10-22,Email,Spring Launch,West,25-34,1125,242379,36062,3009,558613.88,14.88,8.34,0.03,496.55,49554.6,Oct,10,Q4
2024-10-23,Email,Summer Sale,Central,18-24,1206,142708,19199,1377,132890.9,13.45,7.17,0.06,110.19,10919.1,Oct,10,Q4
2024-10-23,Social Media,Brand Awareness,Central,35-44,5418,505475,36753,1408,337508.8,7.27,3.83,0.15,62.29,6129.4,Oct,10,Q4
2024-10-23,Social Media,Summer Sale,East,35-44,1114,244139,19278,674,107329.35,7.9,3.5,0.06,96.35,9534.6,Oct,10,Q4
2024-10-23,Email,Black Friday,South,45-54,618,53033,7069,563,124676.72,13.33,7.96,0.09,201.74,20074.2,Oct,10,Q4
2024-10-24,Email,Summer Sale,North,55+,2006,496021,76925,5644,1300323.4,15.51,7.34,0.03,648.22,64721.7,Oct,10,Q4
2024-10-24,Google Ads,Spring Launch,South,18-24,9398,544461,20096,1165,137998.98,3.69,5.8,0.47,14.68,1368.4,Oct,10,Q4
2024-10-25,Email,Summer Sale,South,45-54,1573,191760,28287,2261,423151.53,14.75,7.99,0.06,269.01,26800.9,Oct,10,Q4
2024-10-25,Google Ads,Black Friday,East,35-44,12830,2863555,114622,8051,1141492.45,4.0,7.02,0.11,88.97,8797.1,Oct,10,Q4
2024-10-25,Social Media,Black Friday,East,25-34,7838,997955,47388,1600,64365.0,4.75,3.38,0.17,8.21,721.2,Oct,10,Q4
2024-10-26,Email,New Year,South,18-24,1619,328636,46456,3690,655535.5,14.14,7.94,0.03,404.9,40390.1,Oct,10,Q4
2024-10-26,Social Media,Black Friday,East,45-54,5824,304509,15984,524,78462.72,5.25,3.28,0.36,13.47,1247.2,Oct,10,Q4
2024-10-26,Google Ads,Summer Sale,North,55+,6210,1309237,54301,3395,513531.24,4.15,6.25,0.11,82.69,8169.4,Oct,10,Q4
2024-10-28,Social Media,New Year,North,45-54,1376,190195,12823,633,118194.98,6.74,4.94,0.11,85.9,8489.8,Oct,10,Q4
2024-10-28,Social Media,Summer Sale,East,18-24,3403,920800,60839,2676,139580.82,6.61,4.4,0.06,41.02,4001.7,Oct,10,Q4
2024-10-28,Google Ads,Black Friday,North,55+,11421,2275550,82083,5017,409968.16,3.61,6.11,0.14,35.9,3489.6,Oct,10,Q4
2024-10-28,Email,Black Friday,North,18-24,924,142210,24892,1998,151463.54,17.5,8.03,0.04,163.92,16292.2,Oct,10,Q4
2024-10-28,Social Media,Black Friday,West,18-24,7251,831577,41056,1072,230456.44,4.94,2.61,0.18,31.78,3078.3,Oct,10,Q4
2024-10-28,Email,New Year,East,55+,2972,700877,115087,9612,1950108.0,16.42,8.35,0.03,656.16,65516.0,Oct,10,Q4
2024-10-29,SEO,Summer Sale,Central,25-34,3164,390313,24552,1648,334171.12,6.29,6.71,0.13,105.62,10461.7,Oct,10,Q4
2024-10-30,Influencer,Black Friday,North,25-34,5469,1432696,113707,5202,745134.66,7.94,4.57,0.05,136.25,13524.7,Oct,10,Q4
2024-10-30,Social Media,Spring Launch,North,25-34,4173,854021,49011,2239,93539.56,5.74,4.57,0.09,22.42,2141.5,Oct,10,Q4
2024-10-30,Influencer,Spring Launch,Central,18-24,16874,1168192,100992,4983,1243101.59,8.65,4.93,0.17,73.67,7267.0,Oct,10,Q4
2024-10-31,Email,New Year,North,18-24,1076,109557,16888,1400,262048.99,15.41,8.29,0.06,243.54,24254.0,Oct,10,Q4
2024-10-31,Social Media,Summer Sale,South,25-34,3166,458827,28538,1172,153937.99,6.22,4.11,0.11,48.62,4762.2,Oct,10,Q4
2024-10-31,Social Media,New Year,West,35-44,3469,485017,22562,792,142693.35,4.65,3.51,0.15,41.13,4013.4,Oct,10,Q4
2024-10-31,Social Media,Brand Awareness,West,25-34,4198,1259294,88589,3824,946898.29,7.03,4.32,0.05,225.56,22455.9,Oct,10,Q4
2024-11-01,Social Media,Summer Sale,Central,18-24,7721,493010,30563,996,197370.49,6.2,3.26,0.25,25.56,2456.3,Nov,11,Q4
2024-11-01,Email,Spring Launch,North,18-24,1617,290573,42826,3193,581499.93,14.74,7.46,0.04,359.62,35861.7,Nov,11,Q4
2024-11-01,Email,Spring Launch,East,45-54,2357,694332,102647,8951,925270.98,14.78,8.72,0.02,392.56,39156.3,Nov,11,Q4
2024-11-01,SEO,Spring Launch,West,45-54,3584,342238,15576,1223,129398.06,4.55,7.85,0.23,36.1,3510.4,Nov,11,Q4
2024-11-01,Google Ads,Spring Launch,Central,18-24,7517,923553,33955,2222,174303.36,3.68,6.54,0.22,23.19,2218.8,Nov,11,Q4
2024-11-01,Influencer,Summer Sale,Central,45-54,5058,1355517,110851,5163,863166.92,8.18,4.66,0.05,170.65,16965.4,Nov,11,Q4
2024-11-02,Social Media,New Year,West,55+,1303,159510,11046,533,27427.92,6.92,4.83,0.12,21.05,2005.0,Nov,11,Q4
2024-11-03,Google Ads,Brand Awareness,North,18-24,12605,1628182,40537,2644,299377.3,2.49,6.52,0.31,23.75,2275.1,Nov,11,Q4
2024-11-04,Social Media,Brand Awareness,Central,18-24,5099,577861,38701,1421,87402.09,6.7,3.67,0.13,17.14,1614.1,Nov,11,Q4
2024-11-04,Social Media,Brand Awareness,West,18-24,6187,1821266,122918,4595,580288.34,6.75,3.74,0.05,93.79,9279.2,Nov,11,Q4
2024-11-05,Social Media,Brand Awareness,North,35-44,5795,733785,44284,1983,199807.04,6.04,4.48,0.13,34.48,3347.9,Nov,11,Q4
2024-11-05,Influencer,New Year,East,55+,16046,4770072,413836,21545,4956780.02,8.68,5.21,0.04,308.91,30791.1,Nov,11,Q4
2024-11-06,Influencer,Spring Launch,Central,45-54,6391,1548228,99405,4278,685225.2,6.42,4.3,0.06,107.22,10621.7,Nov,11,Q4
2024-11-06,SEO,Brand Awareness,Central,45-54,4544,342790,21458,1596,154325.54,6.26,7.44,0.21,33.96,3296.2,Nov,11,Q4
2024-11-06,Email,Summer Sale,Central,55+,1238,266235,40360,3530,623763.74,15.16,8.75,0.03,503.85,50284.8,Nov,11,Q4
2024-11-06,Google Ads,Spring Launch,Central,45-54,8992,2404506,125346,6160,1489112.49,5.21,4.91,0.07,165.6,16460.4,Nov,11,Q4
2024-11-06,Google Ads,New Year,North,35-44,12269,910395,47688,2940,604907.65,5.24,6.17,0.26,49.3,4830.4,Nov,11,Q4
2024-11-06,SEO,Brand Awareness,West,35-44,4490,606815,39695,2686,199329.55,6.54,6.77,0.11,44.39,4339.4,Nov,11,Q4
2024-11-07,Social Media,Brand Awareness,Central,35-44,3963,692577,41091,1480,78883.18,5.93,3.6,0.1,19.9,1890.5,Nov,11,Q4
2024-11-07,Google Ads,Summer Sale,Central,45-54,13554,2851265,166589,11977,2215744.71,5.84,7.19,0.08,163.48,16247.5,Nov,11,Q4
2024-11-08,Google Ads,Black Friday,North,55+,9967,2043713,118158,7669,1167784.48,5.78,6.49,0.08,117.17,11616.5,Nov,11,Q4
2024-11-08,Social Media,Brand Awareness,Central,55+,1430,144192,8514,369,36575.22,5.9,4.33,0.17,25.58,2457.7,Nov,11,Q4
2024-11-08,Social Media,Summer Sale,West,55+,6036,1529731,99054,3478,354838.61,6.48,3.51,0.06,58.79,5778.7,Nov,11,Q4
2024-11-09,Social Media,New Year,South,55+,7829,2178868,119112,4748,329304.84,5.47,3.99,0.07,42.06,4106.2,Nov,11,Q4
2024-11-09,Social Media,Summer Sale,Central,18-24,7260,1265558,71791,2307,354595.8,5.67,3.21,0.1,48.84,4784.2,Nov,11,Q4
2024-11-11,Google Ads,Brand Awareness,West,45-54,11406,731250,40509,2416,97290.01,5.54,5.96,0.28,8.53,753.0,Nov,11,Q4
2024-11-11,Email,Spring Launch,West,55+,2789,483280,79023,6639,1102120.43,16.35,8.4,0.04,395.17,39416.7,Nov,11,Q4
2024-11-12,Email,Brand Awareness,Central,18-24,1158,332318,56075,3809,253856.58,16.87,6.79,0.02,219.22,21822.0,Nov,11,Q4
2024-11-12,Google Ads,Brand Awareness,Central,25-34,3816,369159,15289,975,67084.23,4.14,6.38,0.25,17.58,1658.0,Nov,11,Q4
2024-11-13,Email,Summer Sale,East,18-24,2258,590194,88619,6586,542366.12,15.02,7.43,0.03,240.2,23919.8,Nov,11,Q4
2024-11-13,Email,New Year,North,25-34,2336,359653,50092,3860,816080.75,13.93,7.71,0.05,349.35,34835.0,Nov,11,Q4
2024-11-13,Social Media,Summer Sale,East,25-34,2012,512243,20238,746,66932.66,3.95,3.69,0.1,33.27,3226.7,Nov,11,Q4
2024-11-13,Social Media,Brand Awareness,North,25-34,5345,770294,37245,1217,172053.04,4.84,3.27,0.14,32.19,3119.0,Nov,11,Q4
2024-11-14,SEO,Black Friday,East,18-24,1755,131864,6884,509,108692.47,5.22,7.39,0.25,61.93,6093.3,Nov,11,Q4
2024-11-14,Social Media,New Year,East,45-54,4149,456879,29644,1142,75387.19,6.49,3.85,0.14,18.17,1717.0,Nov,11,Q4
2024-11-14,Email,Black Friday,South,35-44,1308,250155,33121,2576,113985.18,13.24,7.78,0.04,87.14,8614.5,Nov,11,Q4
2024-11-15,SEO,New Year,North,45-54,3696,504651,22311,1607,375102.77,4.42,7.2,0.17,101.49,10048.9,Nov,11,Q4
2024-11-16,Email,Brand Awareness,North,18-24,678,129433,19436,1588,248066.71,15.02,8.17,0.03,365.88,36488.0,Nov,11,Q4
2024-11-16,Social Media,Black Friday,East,35-44,6146,1359336,76673,2816,504921.63,5.64,3.67,0.08,82.15,8115.5,Nov,11,Q4
2024-11-16,Social Media,Spring Launch,North,25-34,5098,787103,54918,2031,385898.52,6.98,3.7,0.09,75.7,7469.6,Nov,11,Q4
2024-11-16,Social Media,Brand Awareness,South,55+,5674,1155346,74873,3025,252937.6,6.48,4.04,0.08,44.58,4357.8,Nov,11,Q4
2024-11-17,Email,Spring Launch,Central,55+,1885,430302,58679,4245,887493.53,13.64,7.23,0.03,470.82,46981.9,Nov,11,Q4
2024-11-17,Email,New Year,Central,55+,928,273766,45586,3508,779056.62,16.65,7.7,0.02,839.5,83850.1,Nov,11,Q4
2024-11-17,Google Ads,Brand Awareness,West,35-44,4236,576641,24989,1528,83847.39,4.33,6.11,0.17,19.79,1879.4,Nov,11,Q4
2024-11-18,Social Media,New Year,North,45-54,6957,1461802,98662,4799,211855.55,6.75,4.86,0.07,30.45,2945.2,Nov,11,Q4
2024-11-18,Email,Black Friday,West,18-24,703,51400,7644,600,129821.67,14.87,7.85,0.09,184.67,18366.8,Nov,11,Q4
2024-11-19,Google Ads,Brand Awareness,South,55+,6000,946391,35807,1917,201190.9,3.78,5.35,0.17,33.53,3253.2,Nov,11,Q4
2024-11-20,Social Media,Brand Awareness,South,55+,7112,620908,42009,1630,275250.59,6.77,3.88,0.17,38.7,3770.2,Nov,11,Q4
2024-11-20,Social Media,Brand Awareness,South,18-24,2995,701292,44180,1723,146610.73,6.3,3.9,0.07,48.95,4795.2,Nov,11,Q4
2024-11-20,SEO,Brand Awareness,West,45-54,1550,258858,15304,1163,87548.0,5.91,7.6,0.1,56.48,5548.3,Nov,11,Q4
2024-11-21,Influencer,Spring Launch,Central,18-24,6798,1368258,111560,7055,694405.27,8.15,6.32,0.06,102.15,10114.8,Nov,11,Q4
2024-11-21,Google Ads,Summer Sale,Central,25-34,12201,1790458,74645,4526,688989.08,4.17,6.06,0.16,56.47,5547.0,Nov,11,Q4
2024-11-21,Google Ads,Spring Launch,South,18-24,7731,550252,20117,1183,112196.73,3.66,5.88,0.38,14.51,1351.3,Nov,11,Q4
2024-11-22,Email,New Year,North,18-24,2901,744824,107693,8809,898272.09,14.46,8.18,0.03,309.64,30864.2,Nov,11,Q4
2024-11-22,Social Media,Spring Launch,North,18-24,2058,177977,10567,382,86006.27,5.94,3.62,0.19,41.79,4079.1,Nov,11,Q4
2024-11-22,Social Media,Brand Awareness,North,18-24,3610,610236,36520,1572,125083.2,5.98,4.3,0.1,34.65,3364.9,Nov,11,Q4
2024-11-23,Social Media,Spring Launch,South,45-54,5461,1018495,42591,1796,358880.11,4.18,4.22,0.13,65.72,6471.7,Nov,11,Q4
2024-11-23,Google Ads,Brand Awareness,Central,35-44,14201,810782,49505,3290,551386.07,6.11,6.65,0.29,38.83,3782.7,Nov,11,Q4
2024-11-23,Influencer,Brand Awareness,South,55+,11750,2030400,166788,7637,1213441.73,8.21,4.58,0.07,103.27,10227.2,Nov,11,Q4
2024-11-24,Social Media,Summer Sale,West,45-54,3827,798940,38939,1292,163385.13,4.87,3.32,0.1,42.69,4169.3,Nov,11,Q4
2024-11-24,Google Ads,New Year,Central,55+,10692,2716979,147055,8669,2019391.24,5.41,5.9,0.07,188.87,18786.9,Nov,11,Q4
2024-11-25,Social Media,Spring Launch,Central,25-34,7180,1039778,78122,2642,646196.42,7.51,3.38,0.09,90.0,8900.0,Nov,11,Q4
2024-11-25,Google Ads,Black Friday,South,55+,3858,309954,13166,857,152086.2,4.25,6.51,0.29,39.42,3842.1,Nov,11,Q4
2024-11-26,Google Ads,Brand Awareness,South,45-54,9484,1927784,107273,6072,534123.05,5.56,5.66,0.09,56.32,5531.8,Nov,11,Q4
2024-11-26,SEO,New Year,East,18-24,4438,734069,32874,2197,523552.14,4.48,6.68,0.14,117.97,11697.0,Nov,11,Q4
2024-11-26,Social Media,Summer Sale,South,25-34,1517,167802,9296,355,86113.52,5.54,3.82,0.16,56.77,5576.6,Nov,11,Q4
2024-11-27,Email,Summer Sale,South,45-54,1268,99363,14373,1078,193468.88,14.47,7.5,0.09,152.58,15157.8,Nov,11,Q4
2024-11-27,Google Ads,Black Friday,East,18-24,12757,721605,29997,1638,288192.74,4.16,5.46,0.43,22.59,2159.1,Nov,11,Q4
2024-11-28,Social Media,Brand Awareness,Central,55+,2863,366975,27030,1264,124211.04,7.37,4.68,0.11,43.38,4238.5,Nov,11,Q4
2024-11-28,Social Media,New Year,West,55+,1658,406558,18347,694,173399.83,4.51,3.78,0.09,104.58,10358.4,Nov,11,Q4
2024-11-28,Social Media,New Year,Central,55+,4020,517057,35577,1497,138312.25,6.88,4.21,0.11,34.41,3340.6,Nov,11,Q4
2024-11-29,Social Media,Summer Sale,Central,55+,1628,320323,18355,637,148285.02,5.73,3.47,0.09,91.08,9008.4,Nov,11,Q4
2024-11-29,SEO,New Year,Central,35-44,1494,126556,5919,438,91603.44,4.68,7.4,0.25,61.31,6031.4,Nov,11,Q4
2024-11-29,Google Ads,Spring Launch,South,55+,14208,3467327,158769,9446,733598.21,4.58,5.95,0.09,51.63,5063.3,Nov,11,Q4
2024-11-30,Email,New Year,South,55+,2504,234790,35748,2927,124429.56,15.23,8.19,0.07,49.69,4869.2,Nov,11,Q4
2024-11-30,Influencer,Black Friday,South,35-44,11195,1477644,111826,6854,1314483.82,7.57,6.13,0.1,117.42,11641.7,Nov,11,Q4
2024-12-01,Email,New Year,West,45-54,2171,454661,68205,5620,412425.2,15.0,8.24,0.03,189.97,18897.0,Dec,12,Q4
2024-12-01,Social Media,Black Friday,Central,35-44,3238,340834,17497,784,144494.09,5.13,4.48,0.19,44.62,4362.4,Dec,12,Q4
2024-12-01,Email,Brand Awareness,North,18-24,2196,507443,76791,6696,508057.39,15.13,8.72,0.03,231.36,23035.6,Dec,12,Q4
2024-12-02,Google Ads,Summer Sale,West,55+,13023,1596791,52190,3014,627429.0,3.27,5.78,0.25,48.18,4717.9,Dec,12,Q4
2024-12-03,SEO,Brand Awareness,North,35-44,2094,366490,18687,1152,156201.45,5.1,6.16,0.11,74.59,7359.5,Dec,12,Q4
2024-12-03,Google Ads,Brand Awareness,North,55+,4430,723676,21941,1499,133187.51,3.03,6.83,0.2,30.06,2906.5,Dec,12,Q4
2024-12-03,Influencer,Summer Sale,Central,55+,16132,4604017,399797,17898,3467144.5,8.68,4.48,0.04,214.92,21392.3,Dec,12,Q4
2024-12-03,SEO,Spring Launch,West,45-54,4056,578527,36920,2880,581117.99,6.38,7.8,0.11,143.27,14227.4,Dec,12,Q4
2024-12-04,Social Media,New Year,Central,55+,4166,403468,25959,1181,174100.52,6.43,4.55,0.16,41.79,4079.1,Dec,12,Q4
2024-12-04,Social Media,Summer Sale,North,35-44,4280,366774,20902,748,106804.18,5.7,3.58,0.2,24.95,2395.4,Dec,12,Q4
2024-12-04,Google Ads,Black Friday,East,18-24,12885,1023911,49823,2487,100909.97,4.87,4.99,0.26,7.83,683.2,Dec,12,Q4
2024-12-04,SEO,Spring Launch,North,25-34,3523,915884,52939,3629,417628.06,5.78,6.86,0.07,118.54,11754.3,Dec,12,Q4
2024-12-04,Social Media,Brand Awareness,South,35-44,3417,224053,11490,437,39975.29,5.13,3.8,0.3,11.7,1069.9,Dec,12,Q4
2024-12-05,Google Ads,Black Friday,Central,55+,5178,1184773,54891,3367,537288.19,4.63,6.13,0.09,103.76,10276.4,Dec,12,Q4
2024-12-05,Influencer,Summer Sale,Central,55+,10119,1759147,118896,6985,1203951.96,6.76,5.87,0.09,118.98,11797.9,Dec,12,Q4
2024-12-05,Social Media,New Year,North,45-54,1751,269796,12809,629,103625.49,4.75,4.91,0.14,59.18,5818.1,Dec,12,Q4
2024-12-05,Google Ads,Summer Sale,East,35-44,13813,3927762,108637,6579,568346.67,2.77,6.06,0.13,41.15,4014.6,Dec,12,Q4
2024-12-05,Google Ads,Black Friday,East,35-44,14662,3878902,155088,8808,533990.74,4.0,5.68,0.09,36.42,3542.0,Dec,12,Q4
2024-12-06,Google Ads,New Year,North,45-54,11113,1673243,104840,6230,575674.31,6.27,5.94,0.11,51.8,5080.2,Dec,12,Q4
2024-12-06,Influencer,Brand Awareness,East,35-44,7005,1792159,165070,9075,424713.41,9.21,5.5,0.04,60.63,5963.0,Dec,12,Q4
2024-12-07,Social Media,Spring Launch,North,45-54,1848,446316,28030,1066,95917.77,6.28,3.8,0.07,51.9,5090.4,Dec,12,Q4
2024-12-07,Google Ads,New Year,West,45-54,14152,1482876,77008,4002,1000168.66,5.19,5.2,0.18,70.67,6967.3,Dec,12,Q4
2024-12-07,Social Media,Spring Launch,East,25-34,1448,353136,9930,318,30654.57,2.81,3.2,0.15,21.17,2017.0,Dec,12,Q4
2024-12-07,SEO,Black Friday,West,45-54,1068,298942,14421,872,58816.57,4.82,6.05,0.07,55.07,5407.2,Dec,12,Q4
2024-12-08,Email,Black Friday,East,25-34,1457,146453,24186,2006,408796.25,16.51,8.29,0.06,280.57,27957.4,Dec,12,Q4
2024-12-08,Google Ads,Brand Awareness,South,45-54,9368,2238036,89788,5602,1248130.99,4.01,6.24,0.1,133.23,13223.3,Dec,12,Q4
2024-12-08,Social Media,Black Friday,North,45-54,1355,219085,12915,506,38952.43,5.89,3.92,0.1,28.75,2774.7,Dec,12,Q4
2024-12-08,Google Ads,Brand Awareness,North,45-54,12574,2283614,102688,6236,1414390.81,4.5,6.07,0.12,112.49,11148.5,Dec,12,Q4
2024-12-08,SEO,Brand Awareness,Central,45-54,2372,595417,23785,1799,368486.26,3.99,7.56,0.1,155.35,15434.8,Dec,12,Q4
2024-12-08,SEO,Black Friday,West,25-34,2772,488049,25891,2065,395159.97,5.31,7.98,0.11,142.55,14155.4,Dec,12,Q4
2024-12-09,Google Ads,Summer Sale,North,45-54,12611,2480679,138682,8744,1333846.09,5.59,6.31,0.09,105.77,10476.8,Dec,12,Q4
2024-12-09,Email,Black Friday,South,55+,2722,496397,77434,6543,1325405.11,15.6,8.45,0.04,486.92,48592.3,Dec,12,Q4
2024-12-09,Google Ads,Brand Awareness,South,35-44,6708,1304181,60906,3398,575518.86,4.67,5.58,0.11,85.8,8479.6,Dec,12,Q4
2024-12-09,Influencer,Spring Launch,North,55+,4965,276470,19229,909,217474.16,6.96,4.73,0.26,43.8,4280.1,Dec,12,Q4
2024-12-10,Google Ads,Black Friday,West,45-54,13310,2380845,70060,3568,572741.01,2.94,5.09,0.19,43.03,4203.1,Dec,12,Q4
2024-12-10,Google Ads,Black Friday,North,25-34,9432,1180736,51564,3245,736122.37,4.37,6.29,0.18,78.05,7704.5,Dec,12,Q4
2024-12-11,Email,Summer Sale,South,45-54,2127,274936,44407,3398,831342.81,16.15,7.65,0.05,390.85,38985.2,Dec,12,Q4
2024-12-11,Social Media,Summer Sale,West,55+,3875,1076840,71479,2814,300902.57,6.64,3.94,0.05,77.65,7665.2,Dec,12,Q4
2024-12-12,Google Ads,Spring Launch,East,18-24,3882,404959,9376,546,51268.4,2.32,5.82,0.41,13.21,1220.7,Dec,12,Q4
2024-12-12,Social Media,Spring Launch,West,55+,4599,1312028,94333,3130,629725.55,7.19,3.32,0.05,136.93,13592.7,Dec,12,Q4
2024-12-12,Google Ads,Spring Launch,West,45-54,4718,310327,12909,773,120157.05,4.16,5.99,0.37,25.47,2446.8,Dec,12,Q4
2024-12-13,Email,Brand Awareness,South,18-24,1104,280199,39288,3179,348462.13,14.02,8.09,0.03,315.64,31463.6,Dec,12,Q4
2024-12-13,Social Media,Black Friday,West,55+,5141,315258,19097,903,40275.34,6.06,4.73,0.27,7.83,683.4,Dec,12,Q4
2024-12-14,SEO,New Year,Central,45-54,4811,656729,25814,1763,311176.98,3.93,6.83,0.19,64.68,6368.0,Dec,12,Q4
2024-12-14,Social Media,Summer Sale,South,35-44,3263,799649,52323,1841,356160.43,6.54,3.52,0.06,109.15,10815.1,Dec,12,Q4
2024-12-15,Email,Spring Launch,East,18-24,714,88364,13988,1127,170380.74,15.83,8.06,0.05,238.63,23762.8,Dec,12,Q4
2024-12-15,Email,Black Friday,West,18-24,2329,637520,105267,9285,1780034.09,16.51,8.82,0.02,764.29,76329.1,Dec,12,Q4
2024-12-15,Social Media,Brand Awareness,North,55+,1444,162309,9889,433,59006.79,6.09,4.38,0.15,40.86,3986.3,Dec,12,Q4
2024-12-16,Email,New Year,West,18-24,2294,630092,95594,8441,423450.74,15.17,8.83,0.02,184.59,18359.1,Dec,12,Q4
2024-12-16,Google Ads,Spring Launch,West,55+,12336,2897896,45375,2912,346702.27,1.57,6.42,0.27,28.1,2710.5,Dec,12,Q4
